frame,player_id,x,y,team
5,1,63.298306,19.711443,team1
5,2,105,27.821903,team1
5,3,22.395697,45.890236,team2
5,4,24.530552,36.69247,team2
5,5,88.72624,36.344505,team1
5,6,62.245777,57.275627,team1
5,7,31.488848,27.13126,team2
5,8,57.981995,24.348581,team2
5,9,55.90582,26.913054,team2
5,10,55.29442,50.02598,team2
5,11,4.1608677,25.688814,team2
5,12,105,44.31196,team1
5,13,105,11.334364,team1
5,14,72.87949,43.140797,director
6,0,58.861176,35.953857,team1
6,1,63.279,19.672022,team1
6,2,88.69327,36.366398,team1
6,3,105,27.829832,team1
6,4,22.376276,45.86199,team2
6,5,24.498571,36.635536,team2
6,6,62.23239,57.277863,team1
6,7,57.991405,24.319302,team2
6,8,31.508831,27.062864,team2
6,9,105,44.30321,team1
6,10,55.91062,26.914362,team2
6,11,55.2759,49.982384,team2
6,12,4.1439385,25.640034,team2
6,13,105,11.411861,team1
6,14,72.89845,43.138206,director
7,0,58.881832,35.947815,team1
7,1,63.24829,19.676142,team1
7,2,88.70486,36.345562,team1
7,3,105,27.805151,team1
7,4,24.509577,36.640182,team2
7,5,62.250988,57.320587,team1
7,6,58.034027,24.348078,team2
7,7,22.356688,45.86738,team2
7,8,31.507273,27.020247,team2
7,9,55.94176,26.799736,team2
7,10,105,44.314224,team1
7,11,55.258404,49.953182,team2
7,12,4.152464,25.678715,team2
7,13,105,11.461243,team1
7,14,72.844406,43.152374,director
8,0,58.856342,35.95888,team1
8,1,63.168175,19.719942,team1
8,2,62.246494,57.341225,team1
8,3,88.66046,36.3946,team1
8,4,24.514206,36.64838,team2
8,5,105,27.831366,team1
8,6,57.94634,24.428844,team2
8,7,31.575285,27.050457,team2
8,8,22.334753,45.86192,team2
8,9,55.932835,26.818228,team2
8,10,105,11.322283,team1
8,11,105,44.30397,team1
8,12,55.225586,49.91453,team2
8,13,4.1433797,25.633656,team2
8,14,72.86619,43.140648,director
9,0,58.855476,35.965115,team1
9,1,63.12903,19.70871,team1
9,2,88.56585,36.427036,team1
9,3,105,27.86313,team1
9,4,24.536709,36.654938,team2
9,5,62.241447,57.27243,team1
9,6,31.603428,27.07449,team2
9,7,22.348354,45.947792,team2
9,8,55.94478,26.81096,team2
9,9,58.08635,24.330643,team2
9,10,105,44.282707,team1
9,11,105,11.338242,team1
9,12,55.21939,49.916653,team2
9,13,4.2500415,25.521933,team2
9,14,72.92541,43.121273,director
10,0,58.879646,35.926334,team1
10,1,63.100548,19.724094,team1
10,2,88.56807,36.464626,team1
10,3,105,27.857431,team1
10,4,24.521036,36.633114,team2
10,5,62.244556,57.26482,team1
10,6,31.60642,27.111252,team2
10,7,22.325537,45.980255,team2
10,8,55.927612,26.788776,team2
10,9,105,44.26933,team1
10,10,58.103348,24.269295,team2
10,11,55.225624,49.911533,team2
10,12,72.88893,43.119957,director
10,13,4.2133684,25.470064,team2
10,14,105,11.4831705,team1
11,0,58.87971,35.937927,team1
11,1,63.088043,19.72374,team1
11,2,105,27.91343,team1
11,3,88.557335,36.492744,team1
11,4,24.51268,36.622967,team2
11,5,62.2381,57.24895,team1
11,6,105,44.27113,team1
11,7,22.325788,45.992508,team2
11,8,31.633074,27.16035,team2
11,9,55.92322,26.869875,team2
11,10,55.252453,49.98738,team2
11,11,58.12019,24.24678,team2
11,12,4.2257533,25.500734,team2
11,13,72.89543,43.12148,director
11,14,105,11.472397,team1
12,0,58.8879,35.930477,team1
12,1,63.034775,19.701973,team1
12,2,105,28.19514,team1
12,3,88.56021,36.52443,team1
12,4,24.50525,36.674675,team2
12,5,62.223274,57.2946,team1
12,6,55.244785,50.140053,team2
12,7,55.958565,26.901138,team2
12,8,31.676147,27.244864,team2
12,9,105,44.29606,team1
12,10,58.14882,24.246237,team2
12,11,22.250818,46.03046,team2
12,12,105,11.40249,team1
12,13,4.198562,25.500095,team2
12,14,72.90104,43.152336,director
13,0,58.868347,35.98039,team1
13,1,63.033924,19.667496,team1
13,2,105,28.245968,team1
13,3,88.54008,36.516705,team1
13,4,24.4694,36.67226,team2
13,5,55.283752,50.202168,team2
13,6,62.15765,57.30232,team1
13,7,105,11.445959,team1
13,8,55.93598,26.893415,team2
13,9,105,44.256664,team1
13,10,31.684443,27.284111,team2
13,11,22.255964,45.987774,team2
13,12,58.184654,24.231327,team2
13,13,72.90936,43.188877,director
13,14,4.1027026,25.532145,team2
14,0,58.884712,35.963364,team1
14,1,63.02623,19.668709,team1
14,2,105,28.334435,team1
14,3,88.52529,36.525627,team1
14,4,24.476093,36.679436,team2
14,5,55.293667,50.243065,team2
14,6,62.161335,57.30729,team1
14,7,105,44.256104,team1
14,8,22.231112,45.938156,team2
14,9,55.969986,26.872267,team2
14,10,31.685104,27.278677,team2
14,11,58.19026,24.191385,team2
14,12,105,11.328983,team1
14,13,4.092483,25.535725,team2
14,14,72.90468,43.212234,director
15,0,58.88627,35.953835,team1
15,1,63.02776,19.693941,team1
15,2,105,28.49004,team1
15,3,88.525894,36.577175,team1
15,4,24.438646,36.664192,team2
15,5,62.147312,57.295788,team1
15,6,55.276524,50.21562,team2
15,7,22.200981,45.882378,team2
15,8,105,44.262135,team1
15,9,56.00579,26.846033,team2
15,10,58.19466,24.22118,team2
15,11,31.667364,27.176384,team2
15,12,105,10.958097,team1
15,13,72.92749,43.14593,director
15,14,4.089323,25.55651,team2
16,0,58.863758,35.95542,team1
16,1,62.9882,19.687193,team1
16,2,105,28.574823,team1
16,3,88.52284,36.56146,team1
16,4,24.437424,36.660183,team2
16,5,62.155304,57.24819,team1
16,6,55.242832,50.17943,team2
16,7,56.016758,26.876602,team2
16,8,105,44.285553,team1
16,9,22.194164,45.903587,team2
16,10,31.681974,27.156145,team2
16,11,58.202354,24.257433,team2
16,12,72.92776,43.1677,director
16,13,105,10.7813225,team1
16,14,4.072878,25.548056,team2
17,0,58.911896,35.923748,team1
17,1,62.98863,19.687866,team1
17,2,88.566864,36.559135,team1
17,3,105,28.613207,team1
17,4,24.386028,36.656578,team2
17,5,56.03178,26.801044,team2
17,6,105,44.281437,team1
17,7,58.17909,24.285557,team2
17,8,22.16148,45.89204,team2
17,9,62.163055,57.250805,team1
17,10,31.64249,27.132368,team2
17,11,55.221043,50.039467,team2
17,12,72.94062,43.1685,director
17,13,105,10.699551,team1
17,14,4.0625525,25.520428,team2
18,0,58.920853,35.931786,team1
18,1,62.975178,19.666317,team1
18,2,105,28.619682,team1
18,3,88.57983,36.571514,team1
18,4,24.40676,36.645664,team2
18,5,55.98846,26.83077,team2
18,6,62.141403,57.24079,team1
18,7,105,44.319897,team1
18,8,58.192387,24.283073,team2
18,9,22.148533,45.92774,team2
18,10,31.632847,27.086456,team2
18,11,105,10.661802,team1
18,12,55.137234,49.873203,team2
18,13,72.93915,43.190975,director
18,14,4.077836,25.591265,team2
19,0,58.944145,35.933064,team1
19,1,62.960457,19.684929,team1
19,2,105,28.580664,team1
19,3,88.58363,36.584476,team1
19,4,24.359928,36.621403,team2
19,5,62.13046,57.255222,team1
19,6,58.197044,24.270899,team2
19,7,105,10.720276,team1
19,8,56.040188,26.825169,team2
19,9,105,44.314793,team1
19,10,22.13411,45.955864,team2
19,11,31.633766,27.05051,team2
19,12,55.117287,49.81652,team2
19,13,4.0846896,25.592842,team2
19,14,72.9395,43.20166,director
20,0,58.95551,35.932343,team1
20,1,62.967087,19.677473,team1
20,2,105,28.499817,team1
20,3,88.59451,36.60409,team1
20,4,24.284798,36.626442,team2
20,5,56.003574,26.831078,team2
20,6,62.14088,57.334522,team1
20,7,105,44.32167,team1
20,8,105,10.725406,team1
20,9,58.21602,24.282581,team2
20,10,31.63246,27.062445,team2
20,11,22.142767,46.04575,team2
20,12,55.144085,49.654854,team2
20,13,4.1746206,25.571817,team2
20,14,72.929146,43.200146,director
21,0,58.949177,35.961437,team1
21,1,62.943855,19.675562,team1
21,2,105,28.428041,team1
21,3,24.243486,36.591747,team2
21,4,88.655525,36.606606,team1
21,5,62.133892,57.31745,team1
21,6,56.00672,26.826714,team2
21,7,58.17571,24.243832,team2
21,8,105,44.331863,team1
21,9,55.21837,49.562782,team2
21,10,31.617407,27.072208,team2
21,11,105,10.659505,team1
21,12,22.123121,46.005047,team2
21,13,72.93198,43.175346,director
21,14,4.0868635,25.629274,team2
22,0,58.933216,35.96885,team1
22,1,62.94241,19.690512,team1
22,2,105,28.387392,team1
22,3,24.259245,36.618393,team2
22,4,88.63704,36.608894,team1
22,5,62.121098,57.313133,team1
22,6,55.225124,49.504135,team2
22,7,56.042995,26.824686,team2
22,8,105,44.325603,team1
22,9,58.176838,24.255426,team2
22,10,31.646809,27.10492,team2
22,11,22.110746,45.963932,team2
22,12,72.92282,43.18757,director
22,13,105,10.468044,team1
22,14,4.135599,25.643726,team2
23,0,58.941425,35.962273,team1
23,1,62.94561,19.706518,team1
23,2,105,28.361294,team1
23,3,24.281086,36.649837,team2
23,4,88.64959,36.61447,team1
23,5,55.21591,49.45241,team2
23,6,62.10927,57.272373,team1
23,7,56.03521,26.819296,team2
23,8,58.163097,24.26648,team2
23,9,105,44.329815,team1
23,10,31.617405,27.156057,team2
23,11,22.091965,45.95526,team2
23,12,72.93089,43.176323,director
23,13,105,10.37356,team1
23,14,4.124543,25.6593,team2
24,0,58.972775,35.90879,team1
24,1,62.929436,19.732813,team1
24,2,105,28.330063,team1
24,3,88.669136,36.6288,team1
24,4,55.20339,49.418915,team2
24,5,62.093193,57.2252,team1
24,6,24.477352,36.742264,team2
24,7,58.15334,24.282637,team2
24,8,56.06934,26.768349,team2
24,9,31.610798,27.23027,team2
24,10,22.08174,45.851494,team2
24,11,105,44.340115,team1
24,12,72.91083,43.16733,director
24,13,4.127208,25.723083,team2
24,14,105,10.275064,team1
25,0,58.952785,35.946045,team1
25,1,62.924915,19.758644,team1
25,2,105,28.369644,team1
25,3,88.662575,36.63119,team1
25,4,55.193382,49.440243,team2
25,5,24.486212,36.806026,team2
25,6,62.08201,57.236076,team1
25,7,58.03725,24.367786,team2
25,8,105,44.322796,team1
25,9,31.63553,27.269215,team2
25,10,56.073284,26.791306,team2
25,11,22.054499,45.832905,team2
25,12,72.905914,43.158695,director
25,13,4.042256,25.705074,team2
25,14,105,10.295681,team1
26,0,58.980587,35.925694,team1
26,1,62.944515,19.812298,team1
26,2,105,28.353127,team1
26,3,88.643715,36.6001,team1
26,4,62.09919,57.237644,team1
26,5,24.485495,36.828163,team2
26,6,58.00448,24.332012,team2
26,7,55.18909,49.519234,team2
26,8,56.081715,26.808357,team2
26,9,105,44.32799,team1
26,10,31.654804,27.292105,team2
26,11,22.033611,45.895668,team2
26,12,72.886986,43.13156,director
26,13,4.029034,25.785517,team2
26,14,105,10.36131,team1
27,0,58.990227,35.893185,team1
27,1,62.954105,19.81432,team1
27,2,105,28.382189,team1
27,3,88.599915,36.605225,team1
27,4,62.123543,57.2211,team1
27,5,24.482496,36.82691,team2
27,6,57.990963,24.363522,team2
27,7,56.093212,26.824862,team2
27,8,55.164276,49.52769,team2
27,9,105,44.30873,team1
27,10,31.67519,27.297241,team2
27,11,22.006584,45.91862,team2
27,12,72.87397,43.130516,director
27,13,4.019458,25.783318,team2
28,0,58.99169,35.912453,team1
28,1,105,28.432499,team1
28,2,62.97737,19.848368,team1
28,3,88.53744,36.608658,team1
28,4,62.091183,57.28899,team1
28,5,24.52397,36.814102,team2
28,6,57.93027,24.383001,team2
28,7,105,44.296013,team1
28,8,56.089436,26.775612,team2
28,9,55.06901,49.633842,team2
28,10,31.731997,27.181482,team2
28,11,21.988375,45.963943,team2
28,12,4.0640426,25.822021,team2
28,13,72.84018,43.09277,director
29,0,58.988693,35.887173,team1
29,1,105,28.466345,team1
29,2,62.979492,19.875208,team1
29,3,88.52493,36.605324,team1
29,4,62.088566,57.315044,team1
29,5,24.524431,36.826344,team2
29,6,105,44.276752,team1
29,7,57.931313,24.410585,team2
29,8,55.03241,49.74106,team2
29,9,56.13597,26.855867,team2
29,10,31.747871,27.186922,team2
29,11,21.997215,45.996964,team2
29,12,72.841156,43.095856,director
29,13,4.0637264,25.83111,team2
30,0,58.98267,35.89264,team1
30,1,105,28.519556,team1
30,2,62.986664,19.88184,team1
30,3,88.46086,36.61936,team1
30,4,62.070538,57.364365,team1
30,5,24.528421,36.83256,team2
30,6,105,44.271942,team1
30,7,57.905315,24.438477,team2
30,8,55.0159,49.935326,team2
30,9,56.143257,26.858377,team2
30,10,21.94774,46.020725,team2
30,11,31.790169,27.162016,team2
30,12,4.077097,25.838501,team2
30,13,72.8338,43.08078,director
30,14,105,10.3597355,team1
31,0,58.959267,35.907673,team1
31,1,63.018818,19.916395,team1
31,2,105,28.472677,team1
31,3,88.46614,36.60133,team1
31,4,62.076027,57.36866,team1
31,5,24.515942,36.82336,team2
31,6,105,44.2439,team1
31,7,57.85611,24.419298,team2
31,8,56.15001,26.88265,team2
31,9,55.020023,50.02903,team2
31,10,21.951883,45.981228,team2
31,11,72.8449,43.067345,director
31,12,31.937134,27.20735,team2
31,13,4.06664,25.805433,team2
31,14,105,10.312724,team1
32,0,58.964798,35.89375,team1
32,1,63.026287,19.935978,team1
32,2,105,28.40844,team1
32,3,88.456726,36.61941,team1
32,4,62.088116,57.339302,team1
32,5,105,44.234615,team1
32,6,55.020214,50.090595,team2
32,7,24.511538,36.806347,team2
32,8,57.838425,24.44587,team2
32,9,21.927488,45.929977,team2
32,10,56.179966,26.89229,team2
32,11,72.845505,43.085876,director
32,12,31.979294,27.245794,team2
32,13,4.1730804,25.832336,team2
32,14,105,10.228869,team1
33,0,58.95711,35.89287,team1
33,1,63.034904,19.974783,team1
33,2,105,28.40429,team1
33,3,88.466576,36.617203,team1
33,4,105,44.199112,team1
33,5,62.092884,57.281788,team1
33,6,24.494965,36.779625,team2
33,7,57.81429,24.492306,team2
33,8,55.040096,50.100822,team2
33,9,56.163067,26.939043,team2
33,10,21.910582,45.926075,team2
33,11,72.844124,43.089027,director
33,12,32.014336,27.270985,team2
33,13,4.08666,25.874016,team2
33,14,105,10.201319,team1
34,0,58.977818,35.88727,team1
34,1,63.100048,19.96659,team1
34,2,105,28.36537,team1
34,3,88.46472,36.629593,team1
34,4,105,44.18252,team1
34,5,62.098537,57.309795,team1
34,6,55.032825,50.076855,team2
34,7,24.490078,36.799473,team2
34,8,56.148796,26.91573,team2
34,9,57.77273,24.570766,team2
34,10,21.867144,45.89059,team2
34,11,72.83064,43.0814,director
34,12,32.070854,27.364698,team2
34,13,4.0624275,25.86734,team2
34,14,105,10.102538,team1
35,0,58.97097,35.866035,team1
35,1,88.43053,36.618183,team1
35,2,63.183662,19.970573,team1
35,3,105,28.31696,team1
35,4,105,44.114624,team1
35,5,62.12094,57.272865,team1
35,6,55.058147,49.99464,team2
35,7,24.471455,36.756817,team2
35,8,21.854197,45.925213,team2
35,9,56.15056,26.908892,team2
35,10,57.70287,24.598583,team2
35,11,32.106346,27.44353,team2
35,12,72.83398,43.085194,director
35,13,4.0567513,25.865852,team2
35,14,105,10.030017,team1
36,0,58.967453,35.88096,team1
36,1,88.4311,36.62463,team1
36,2,63.17891,19.963974,team1
36,3,105,28.30935,team1
36,4,105,44.125793,team1
36,5,62.125515,57.289185,team1
36,6,24.478788,36.784176,team2
36,7,55.06336,49.997868,team2
36,8,56.151634,26.903399,team2
36,9,21.858967,45.911064,team2
36,10,57.72742,24.570992,team2
36,11,32.11999,27.445242,team2
36,12,72.84161,43.09049,director
36,13,4.0652924,25.856728,team2
36,14,105,10.015703,team1
37,0,58.94901,35.852554,team1
37,1,88.42324,36.6277,team1
37,2,63.21941,19.948017,team1
37,3,105,28.311934,team1
37,4,105,44.080856,team1
37,5,62.13882,57.31179,team1
37,6,55.06211,49.97078,team2
37,7,24.466389,36.768158,team2
37,8,56.14924,26.87646,team2
37,9,21.864754,45.959576,team2
37,10,57.7124,24.55732,team2
37,11,32.125694,27.467903,team2
37,12,72.8347,43.091663,director
37,13,4.082623,25.86811,team2
37,14,105,9.969928,team1
38,0,58.939754,35.854836,team1
38,1,88.42279,36.630962,team1
38,2,63.21737,19.947964,team1
38,3,105,28.31966,team1
38,4,105,44.084534,team1
38,5,62.131447,57.309296,team1
38,6,55.06299,49.97329,team2
38,7,24.474789,36.75449,team2
38,8,56.145653,26.876253,team2
38,9,57.71025,24.558928,team2
38,10,21.862339,45.96065,team2
38,11,72.833084,43.082504,director
38,12,32.123928,27.465252,team2
38,13,4.0812345,25.864536,team2
38,14,105,9.971672,team1
39,0,58.935555,35.847427,team1
39,1,88.42416,36.632145,team1
39,2,63.252636,19.924833,team1
39,3,105,28.319386,team1
39,4,105,44.029907,team1
39,5,62.15002,57.33814,team1
39,6,24.47112,36.79755,team2
39,7,55.06962,49.920494,team2
39,8,56.16476,26.915562,team2
39,9,57.67472,24.570822,team2
39,10,21.831865,46.079964,team2
39,11,32.162525,27.472929,team2
39,12,72.83319,43.091686,director
39,13,4.083692,25.873465,team2
39,14,105,9.985181,team1
40,0,58.94081,35.864277,team1
40,1,88.39746,36.643974,team1
40,2,105,28.306879,team1
40,3,63.258102,19.951735,team1
40,4,105,44.00674,team1
40,5,62.154217,57.3483,team1
40,6,24.476215,36.80649,team2
40,7,57.70053,24.541214,team2
40,8,55.07422,49.87419,team2
40,9,56.16709,26.92109,team2
40,10,21.829424,46.10543,team2
40,11,32.171326,27.46965,team2
40,12,72.832436,43.07295,director
40,13,4.0888023,25.870619,team2
40,14,105,9.97118,team1
41,0,58.91705,35.874107,team1
41,1,63.414692,20.003298,team1
41,2,88.375404,36.62699,team1
41,3,105,28.3911,team1
41,4,62.14379,57.36943,team1
41,5,24.437836,36.8661,team2
41,6,105,43.951515,team1
41,7,57.54228,24.592655,team2
41,8,32.3077,27.492468,team2
41,9,21.836662,46.230316,team2
41,10,55.089245,49.79121,team2
41,11,56.21833,26.657185,team2
41,12,72.8324,43.08106,director
41,13,4.11172,25.911154,team2
41,14,105,9.919113,team1
42,0,58.905674,35.88955,team1
42,1,63.452343,20.012281,team1
42,2,88.378296,36.608578,team1
42,3,105,28.401182,team1
42,4,62.159363,57.33433,team1
42,5,105,43.960487,team1
42,6,24.407158,36.87538,team2
42,7,57.492786,24.708244,team2
42,8,32.35478,27.46331,team2
42,9,21.828417,46.23403,team2
42,10,55.125317,49.7824,team2
42,11,56.318264,26.252779,team2
42,12,72.83274,43.096596,director
42,13,4.123596,25.93533,team2
42,14,105,9.848895,team1
43,0,58.88139,35.885933,team1
43,1,63.48127,20.028053,team1
43,2,88.38722,36.57931,team1
43,3,105,28.390545,team1
43,4,62.167545,57.28249,team1
43,5,105,43.943935,team1
43,6,24.385084,36.918278,team2
43,7,32.45905,27.50658,team2
43,8,57.46021,24.717201,team2
43,9,21.786922,46.165325,team2
43,10,56.333622,26.276659,team2
43,11,55.17036,49.86327,team2
43,12,72.82821,43.09848,director
43,13,4.1210656,25.902233,team2
44,0,58.87084,35.872818,team1
44,1,63.491806,20.035208,team1
44,2,88.38746,36.572876,team1
44,3,105,28.367344,team1
44,4,62.165623,57.258347,team1
44,5,105,43.933533,team1
44,6,24.3841,36.918198,team2
44,7,32.482376,27.503336,team2
44,8,57.416588,24.72627,team2
44,9,21.767036,46.13285,team2
44,10,56.36414,26.186762,team2
44,11,55.186733,49.914425,team2
44,12,72.83277,43.086933,director
44,13,4.119068,25.907616,team2
45,0,58.846478,35.88048,team1
45,1,63.51402,19.987576,team1
45,2,88.391045,36.55193,team1
45,3,105,28.330698,team1
45,4,105,43.88674,team1
45,5,62.173927,57.26046,team1
45,6,24.39041,36.896763,team2
45,7,32.53537,27.499949,team2
45,8,57.40992,24.687891,team2
45,9,56.2978,26.012135,team2
45,10,21.76917,46.086254,team2
45,11,55.187286,49.996674,team2
45,12,72.83233,43.083973,director
45,13,4.114291,25.873783,team2
45,14,56.632545,25.456478,team2
46,0,58.857304,35.888832,team1
46,1,105,28.296555,team1
46,2,63.520103,19.945444,team1
46,3,88.4001,36.541348,team1
46,4,105,43.86672,team1
46,5,24.382372,36.90142,team2
46,6,62.151302,57.31116,team1
46,7,56.179626,25.827307,team2
46,8,32.60853,27.500694,team2
46,9,21.721027,46.065685,team2
46,10,57.402122,24.696547,team2
46,11,55.206284,50.024128,team2
46,12,72.8318,43.08452,director
46,13,4.0888596,25.780512,team2
47,0,58.854057,35.91127,team1
47,1,105,28.275373,team1
47,2,63.49615,19.931995,team1
47,3,88.413,36.527332,team1
47,4,105,43.8431,team1
47,5,24.374857,36.90583,team2
47,6,62.156475,57.33788,team1
47,7,21.677837,46.102715,team2
47,8,57.50279,24.347965,team2
47,9,32.667885,27.524448,team2
47,10,56.037785,25.842524,team2
47,11,72.827705,43.077812,director
47,12,55.203304,50.044827,team2
47,13,4.08196,25.741663,team2
47,14,56.449165,25.410759,team2
47,15,105,9.967336,team1
48,0,58.855427,35.904285,team1
48,1,105,28.278404,team1
48,2,88.41175,36.51785,team1
48,3,63.476505,19.949017,team1
48,4,105,43.8449,team1
48,5,62.155,57.359833,team1
48,6,24.369024,36.909794,team2
48,7,21.667381,46.12059,team2
48,8,57.541355,24.270912,team2
48,9,55.9537,26.425552,team2
48,10,32.715343,27.606182,team2
48,11,72.822464,43.076267,director
48,12,55.227757,49.975803,team2
48,13,4.0654774,25.716606,team2
48,14,105,9.94381,team1
48,15,56.41234,25.284807,team2
49,0,58.826344,35.919342,team1
49,1,105,28.319221,team1
49,2,88.43661,36.499058,team1
49,3,63.40783,19.990566,team1
49,4,105,43.813484,team1
49,5,62.15653,57.354584,team1
49,6,57.670753,24.15524,team2
49,7,24.364096,36.831997,team2
49,8,55.868053,26.522736,team2
49,9,21.661734,46.234177,team2
49,10,32.77134,27.679327,team2
49,11,72.82283,43.071365,director
49,12,55.182697,49.929688,team2
49,13,4.034882,25.634481,team2
49,14,105,9.897079,team1
50,0,58.808315,35.91618,team1
50,1,105,28.332129,team1
50,2,63.400097,20.021807,team1
50,3,88.45076,36.467667,team1
50,4,57.65447,24.110655,team2
50,5,105,43.812737,team1
50,6,24.385782,36.96753,team2
50,7,62.168404,57.319626,team1
50,8,55.65517,26.575455,team2
50,9,21.629658,46.289837,team2
50,10,32.829464,27.73487,team2
50,11,72.813705,43.0642,director
50,12,55.164116,49.929142,team2
50,13,4.0317745,25.613758,team2
50,14,105,9.764761,team1
51,0,58.79763,35.922855,team1
51,1,57.671253,24.208157,team2
51,2,105,28.309168,team1
51,3,63.401787,19.999931,team1
51,4,88.469574,36.417953,team1
51,5,105,43.799465,team1
51,6,24.381998,36.94167,team2
51,7,62.154453,57.312675,team1
51,8,55.493725,26.481829,team2
51,9,21.602455,46.26664,team2
51,10,55.138176,49.924023,team2
51,11,32.860878,27.780788,team2
51,12,72.811516,43.055798,director
51,13,4.0447617,25.648949,team2
51,14,105,9.732351,team1
52,0,58.790623,35.925934,team1
52,1,57.69057,24.22646,team2
52,2,105,28.321182,team1
52,3,63.3899,19.967333,team1
52,4,105,43.773212,team1
52,5,88.482124,36.39649,team1
52,6,62.162994,57.310604,team1
52,7,55.11117,26.206858,team2
52,8,24.382483,36.935516,team2
52,9,21.567041,46.190643,team2
52,10,55.103382,50.000774,team2
52,11,32.877544,27.814384,team2
52,12,72.81052,43.043976,director
52,13,4.0435147,25.66529,team2
52,14,105,9.72538,team1
52,15,55.350327,25.234549,team2
53,0,58.780807,35.92345,team1
53,1,57.714634,24.250307,team2
53,2,105,28.337978,team1
53,3,63.38652,19.969133,team1
53,4,105,43.770058,team1
53,5,88.50521,36.332714,team1
53,6,62.15511,57.29739,team1
53,7,54.915844,26.354939,team2
53,8,24.375704,36.956753,team2
53,9,55.091774,50.04629,team2
53,10,21.536884,46.145355,team2
53,11,32.89033,27.855322,team2
53,12,72.805695,43.052513,director
53,13,4.0570126,25.775246,team2
53,14,105,9.68108,team1
54,0,58.774803,35.913155,team1
54,1,105,28.348372,team1
54,2,63.38587,19.985558,team1
54,3,57.751442,24.254353,team2
54,4,105,43.755253,team1
54,5,62.15217,57.295265,team1
54,6,88.51039,36.32126,team1
54,7,54.780563,26.699883,team2
54,8,55.09135,50.062843,team2
54,9,24.371077,36.913982,team2
54,10,32.91002,27.889383,team2
54,11,21.500834,46.15494,team2
54,12,72.80043,43.05342,director
54,13,4.0774703,25.808315,team2
54,14,54.858883,26.536716,team2
55,0,58.785778,35.913837,team1
55,1,63.394978,19.956882,team1
55,2,105,28.385233,team1
55,3,105,43.738583,team1
55,4,57.79655,24.267172,team2
55,5,88.448875,36.312424,team1
55,6,62.18821,57.238808,team1
55,7,55.0968,50.054523,team2
55,8,54.60092,26.830648,team2
55,9,32.92274,27.896936,team2
55,10,24.366068,36.88888,team2
55,11,21.452263,46.182976,team2
55,12,72.79568,43.04817,director
55,13,4.177367,25.824451,team2
56,0,58.802536,35.908978,team1
56,1,105,28.389025,team1
56,2,63.39521,19.91155,team1
56,3,57.80972,24.323122,team2
56,4,88.43114,36.30042,team1
56,5,105,43.710014,team1
56,6,62.198784,57.217026,team1
56,7,55.108406,50.02322,team2
56,8,54.38358,26.966228,team2
56,9,32.936146,27.932972,team2
56,10,72.79259,43.0406,director
56,11,21.43322,46.243427,team2
56,12,24.349897,36.818417,team2
56,13,4.160723,25.707016,team2
57,0,58.82199,35.89745,team1
57,1,63.39906,19.905903,team1
57,2,105,28.375946,team1
57,3,88.43777,36.27421,team1
57,4,57.826984,24.362862,team2
57,5,105,43.68591,team1
57,6,62.190887,57.261795,team1
57,7,55.130558,50.00189,team2
57,8,32.9422,27.931976,team2
57,9,72.787346,43.044037,director
57,10,21.415663,46.330334,team2
57,11,24.348728,36.804237,team2
57,12,54.061417,26.9142,team2
57,13,4.1582527,25.553951,team2
57,14,105,9.559471,team1
58,0,58.84853,35.88348,team1
58,1,63.384933,19.90644,team1
